epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
78,141.326,2.48504,3.24469,1.71126,0,0,0,0,0.00233,13.4591,0.00136,0.000261548,0.000261548,0.000261548
79,143.237,3.18264,3.22173,1.54914,0,0,0,0,0.00233,13.4591,0.00136,0.00025391,0.00025391,0.00025391
80,145.162,2.07676,2.81337,1.38588,0,0,0,0,0.00233,13.4591,0.00136,0.000245989,0.000245989,0.000245989
81,146.939,3.13013,3.3842,1.61259,0,0,0,0,0.00232,13.4076,0.00136,0.000237786,0.000237786,0.000237786
82,148.657,2.98223,3.11731,1.51348,0,0,0,0,0.00232,13.4076,0.00136,0.000229299,0.000229299,0.000229299
83,150.414,2.52147,2.88382,1.48192,0,0,0,0,0.00232,13.4076,0.00136,0.000220529,0.000220529,0.000220529
84,152.288,2.86958,3.15884,1.56323,0,0,0,0,0.00231,13.3424,0.00135,0.000211476,0.000211476,0.000211476
85,154.025,2.17251,2.6522,1.37864,0,0,0,0,0.00231,13.3424,0.00135,0.000202141,0.000202141,0.000202141
86,155.742,3.53396,3.63787,1.63786,0,0,0,0,0.00231,13.3424,0.00135,0.000192522,0.000192522,0.000192522
87,157.425,3.13477,3.54484,1.51456,0,0,0,0,0.00231,13.3424,0.00135,0.00018262,0.00018262,0.00018262
88,159.152,3.54462,3.31925,1.66441,0,0,0,0,0.00232,13.2754,0.00136,0.000172436,0.000172436,0.000172436
89,161.017,2.80749,3.15396,1.47526,0,0,0,0,0.00232,13.2754,0.00136,0.000161969,0.000161969,0.000161969
90,162.688,2.50248,3.29122,1.49385,0,0,0,0,0.00232,13.2754,0.00136,0.000151218,0.000151218,0.000151218
91,164.379,2.76251,4.04137,1.52575,0,0,0,0,0.00232,13.2754,0.00136,0.000140185,0.000140185,0.000140185
92,166.05,2.03551,3.39225,1.44957,0,0,0,0,0.00235,13.2029,0.00137,0.000128869,0.000128869,0.000128869
93,167.697,2.33206,3.77734,1.60428,0,0,0,0,0.00235,13.2029,0.00137,0.000117269,0.000117269,0.000117269
94,169.29,2.62679,3.7203,1.63094,0,0,0,0,0.00235,13.2029,0.00137,0.000105387,0.000105387,0.000105387
95,170.891,2.49312,4.01356,1.65964,0,0,0,0,0.00235,13.2029,0.00137,9.32222e-05,9.32222e-05,9.32222e-05
96,172.613,2.37386,3.69476,1.4888,0,0,0,0,0.00241,13.1319,0.00141,8.07742e-05,8.07742e-05,8.07742e-05
97,174.262,2.84503,4.03072,1.60532,0,0,0,0,0.00241,13.1319,0.00141,6.80433e-05,6.80433e-05,6.80433e-05
98,176.12,2.15091,3.51284,1.67336,0,0,0,0,0.00241,13.1319,0.00141,5.50294e-05,5.50294e-05,5.50294e-05
99,177.771,2.34871,3.58263,1.41364,0,0,0,0,0.00241,13.1319,0.00141,4.17325e-05,4.17325e-05,4.17325e-05
100,179.435,2.27197,3.59067,1.5183,0,0,0,0,0.00253,13.0537,0.00147,2.81527e-05,2.81527e-05,2.81527e-05
